,AT,SA,DA,Length,SRCE,DSTI
5739,2020-05-23 21:28:30+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,538,Desktop,Actie_uitsturen
5740,2020-05-23 21:28:30+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,249,Laptop,Actie_uitsturen
5743,2020-05-23 21:28:30+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,269,Laptop,Actie_uitsturen
5745,2020-05-23 21:28:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5748,2020-05-23 21:28:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5750,2020-05-23 21:28:35+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,269,Desktop,Actie_uitsturen
5751,2020-05-23 21:28:35+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,538,Laptop,Actie_uitsturen
5758,2020-05-23 21:28:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
5767,2020-05-23 21:28:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5772,2020-05-23 21:28:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5774,2020-05-23 21:28:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
5775,2020-05-23 21:28:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
5776,2020-05-23 21:28:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
5786,2020-05-23 21:29:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
5792,2020-05-23 21:29:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
5793,2020-05-23 21:29:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1938,Google_home,Actie_uitsturen
5797,2020-05-23 21:29:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1675,Google_speaker,Actie_uitsturen
5808,2020-05-23 21:29:30+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1856,PhilipsHue,Actie_uitsturen
5813,2020-05-23 21:29:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
5815,2020-05-23 21:29:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
5817,2020-05-23 21:29:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5831,2020-05-23 21:29:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
5847,2020-05-23 21:30:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5848,2020-05-23 21:30:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
5849,2020-05-23 21:30:10+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,492,Phone1,Actie_uitsturen
5850,2020-05-23 21:30:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
5858,2020-05-23 21:30:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3608,Google_speaker,Actie_uitsturen
5860,2020-05-23 21:30:20+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,524,Phone1,Actie_uitsturen
5863,2020-05-23 21:30:20+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1395,PhilipsHue,Actie_uitsturen
5865,2020-05-23 21:30:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1033,Google_home,Actie_uitsturen
5878,2020-05-23 21:30:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
5883,2020-05-23 21:30:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1033,Google_home,Actie_uitsturen
5884,2020-05-23 21:30:40+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,262,Phone1,Actie_uitsturen
5887,2020-05-23 21:30:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
5890,2020-05-23 21:30:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
5896,2020-05-23 21:30:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
5897,2020-05-23 21:30:50+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,738,Phone1,Actie_uitsturen
5903,2020-05-23 21:30:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1018,Google_home,Actie_uitsturen
5905,2020-05-23 21:30:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,996,Google_speaker,Actie_uitsturen
5909,2020-05-23 21:30:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1042,Google_home,Actie_uitsturen
5910,2020-05-23 21:30:55+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
5912,2020-05-23 21:31:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1817,Google_speaker,Actie_uitsturen
5914,2020-05-23 21:31:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1039,Google_home,Actie_uitsturen
5924,2020-05-23 21:31:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
5939,2020-05-23 21:31:25+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
5943,2020-05-23 21:31:30+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,316,Desktop,Actie_uitsturen
5944,2020-05-23 21:31:30+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,296,Desktop,Actie_uitsturen
5986,2020-05-23 21:32:15+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1856,PhilipsHue,Actie_uitsturen
5989,2020-05-23 21:32:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
5993,2020-05-23 21:32:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
5995,2020-05-23 21:32:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
5997,2020-05-23 21:32:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
6000,2020-05-23 21:32:25+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,192,Desktop,Actie_uitsturen
6010,2020-05-23 21:32:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,946,Google_home,Actie_uitsturen
6013,2020-05-23 21:32:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1329,Google_speaker,Actie_uitsturen
6015,2020-05-23 21:32:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1988,Google_speaker,Actie_uitsturen
6016,2020-05-23 21:32:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,3283,Google_home,Actie_uitsturen
6023,2020-05-23 21:32:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
6050,2020-05-23 21:33:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
6055,2020-05-23 21:33:15+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2329,PhilipsHue,Actie_uitsturen
6065,2020-05-23 21:33:30+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,2935,Router_intern,Actie_uitsturen
6091,2020-05-23 21:33:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
6100,2020-05-23 21:34:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,461,PhilipsHue,Actie_uitsturen
6104,2020-05-23 21:34:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
6105,2020-05-23 21:34:10+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
6106,2020-05-23 21:34:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
6107,2020-05-23 21:34:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,309,Google_home,Actie_uitsturen
6110,2020-05-23 21:34:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
6111,2020-05-23 21:34:10+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1395,PhilipsHue,Actie_uitsturen
6114,2020-05-23 21:34:10+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,262,Desktop,Actie_uitsturen
6115,2020-05-23 21:34:10+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,242,Desktop,Actie_uitsturen
6117,2020-05-23 21:34:15+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,338,Desktop,Actie_uitsturen
6119,2020-05-23 21:34:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2650,Google_speaker,Actie_uitsturen
6122,2020-05-23 21:34:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2585,Google_home,Actie_uitsturen
6124,2020-05-23 21:34:15+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,318,Desktop,Actie_uitsturen
6129,2020-05-23 21:34:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,990,Google_home,Actie_uitsturen
6132,2020-05-23 21:34:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2944,Google_speaker,Actie_uitsturen
6136,2020-05-23 21:34:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2711,Google_home,Actie_uitsturen
6155,2020-05-23 21:34:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
6163,2020-05-23 21:34:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,584,Google_speaker,Actie_uitsturen
6164,2020-05-23 21:34:55+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,562,Laptop,Actie_uitsturen
6165,2020-05-23 21:34:55+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,542,Laptop,Actie_uitsturen
6175,2020-05-23 21:35:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
6184,2020-05-23 21:35:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
6204,2020-05-23 21:35:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
6226,2020-05-23 21:35:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1018,Google_home,Actie_uitsturen
6227,2020-05-23 21:35:55+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,192,Desktop,Actie_uitsturen
6228,2020-05-23 21:35:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
6229,2020-05-23 21:35:55+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
6230,2020-05-23 21:35:55+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
6240,2020-05-23 21:36:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1871,Google_home,Actie_uitsturen
6243,2020-05-23 21:36:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
6244,2020-05-23 21:36:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,918,Google_speaker,Actie_uitsturen
6257,2020-05-23 21:36:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,847,Google_home,Actie_uitsturen
6261,2020-05-23 21:36:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,727,Google_speaker,Actie_uitsturen
6283,2020-05-23 21:36:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
6311,2020-05-23 21:37:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
6316,2020-05-23 21:37:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
6331,2020-05-23 21:37:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
6333,2020-05-23 21:37:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
6336,2020-05-23 21:37:30+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,192,Desktop,Actie_uitsturen
6337,2020-05-23 21:37:30+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,212,Desktop,Actie_uitsturen
6340,2020-05-23 21:37:35+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,719,Laptop,Actie_uitsturen
6341,2020-05-23 21:37:35+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,257,Laptop,Actie_uitsturen
6344,2020-05-23 21:37:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,608,Google_speaker,Actie_uitsturen
6346,2020-05-23 21:37:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1210,Google_home,Actie_uitsturen
6356,2020-05-23 21:37:45+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,307,Laptop,Actie_uitsturen
6357,2020-05-23 21:37:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2315,Google_speaker,Actie_uitsturen
6360,2020-05-23 21:37:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,471,Google_home,Actie_uitsturen
6373,2020-05-23 21:38:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1865,Google_home,Actie_uitsturen
6375,2020-05-23 21:38:00+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1392,PhilipsHue,Actie_uitsturen
6376,2020-05-23 21:38:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1283,Google_speaker,Actie_uitsturen
6416,2020-05-23 21:38:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
6427,2020-05-23 21:38:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
6431,2020-05-23 21:38:55+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
6439,2020-05-23 21:39:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
6445,2020-05-23 21:39:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
6446,2020-05-23 21:39:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
6449,2020-05-23 21:39:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
6454,2020-05-23 21:39:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,309,Google_home,Actie_uitsturen
6458,2020-05-23 21:39:15+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,242,Laptop,Actie_uitsturen
6459,2020-05-23 21:39:15+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,262,Laptop,Actie_uitsturen
6460,2020-05-23 21:39:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
6462,2020-05-23 21:39:20+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,279,Laptop,Actie_uitsturen
6463,2020-05-23 21:39:20+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,259,Laptop,Actie_uitsturen
6465,2020-05-23 21:39:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
6474,2020-05-23 21:39:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1118,Google_speaker,Actie_uitsturen
6477,2020-05-23 21:39:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,598,Google_home,Actie_uitsturen
6482,2020-05-23 21:39:35+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,315,Desktop,Actie_uitsturen
6483,2020-05-23 21:39:35+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,335,Desktop,Actie_uitsturen
6484,2020-05-23 21:39:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
6486,2020-05-23 21:39:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1891,Google_home,Actie_uitsturen
6492,2020-05-23 21:39:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,717,Google_speaker,Actie_uitsturen
6497,2020-05-23 21:39:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,431,Google_speaker,Actie_uitsturen
6508,2020-05-23 21:39:55+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
6544,2020-05-23 21:40:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
6548,2020-05-23 21:40:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
6553,2020-05-23 21:40:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
6561,2020-05-23 21:40:50+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
6564,2020-05-23 21:40:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
6565,2020-05-23 21:40:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
6568,2020-05-23 21:40:55+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,212,Desktop,Actie_uitsturen
6570,2020-05-23 21:40:55+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,192,Desktop,Actie_uitsturen
6583,2020-05-23 21:41:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
6585,2020-05-23 21:41:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,934,Google_speaker,Actie_uitsturen
6589,2020-05-23 21:41:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,980,Google_home,Actie_uitsturen
6591,2020-05-23 21:41:15+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,315,Laptop,Actie_uitsturen
6592,2020-05-23 21:41:15+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,335,Laptop,Actie_uitsturen
6597,2020-05-23 21:41:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
6600,2020-05-23 21:41:20+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,335,Laptop,Actie_uitsturen
6603,2020-05-23 21:41:20+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,315,Laptop,Actie_uitsturen
6606,2020-05-23 21:41:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,956,Google_speaker,Actie_uitsturen
6607,2020-05-23 21:41:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1569,Google_home,Actie_uitsturen
6630,2020-05-23 21:41:50+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
6661,2020-05-23 21:42:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
6672,2020-05-23 21:42:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
6674,2020-05-23 21:42:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,3398,Router_intern,Actie_uitsturen
6676,2020-05-23 21:42:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,304,Google_speaker,Actie_uitsturen
6677,2020-05-23 21:42:35+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,263,Laptop,Actie_uitsturen
6680,2020-05-23 21:42:35+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,243,Laptop,Actie_uitsturen
6682,2020-05-23 21:42:40+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
6683,2020-05-23 21:42:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
6684,2020-05-23 21:42:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,701,Google_home,Actie_uitsturen
6691,2020-05-23 21:42:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
6702,2020-05-23 21:42:55+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,524,Desktop,Actie_uitsturen
6705,2020-05-23 21:42:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1853,Google_home,Actie_uitsturen
6706,2020-05-23 21:42:55+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,242,Desktop,Actie_uitsturen
6709,2020-05-23 21:42:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,855,Google_speaker,Actie_uitsturen
6713,2020-05-23 21:43:00+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,242,Desktop,Actie_uitsturen
6714,2020-05-23 21:43:00+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,262,Desktop,Actie_uitsturen
6720,2020-05-23 21:43:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3158,Google_speaker,Actie_uitsturen
6721,2020-05-23 21:43:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1761,Google_home,Actie_uitsturen
6724,2020-05-23 21:43:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
6758,2020-05-23 21:43:45+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
6768,2020-05-23 21:43:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
6785,2020-05-23 21:44:10+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,474,Laptop,Actie_uitsturen
6786,2020-05-23 21:44:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,309,Google_home,Actie_uitsturen
6788,2020-05-23 21:44:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,242,Laptop,Actie_uitsturen
6791,2020-05-23 21:44:15+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,257,Laptop,Actie_uitsturen
6792,2020-05-23 21:44:15+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,237,Laptop,Actie_uitsturen
6796,2020-05-23 21:44:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,946,Google_home,Actie_uitsturen
6798,2020-05-23 21:44:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
6799,2020-05-23 21:44:20+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
6800,2020-05-23 21:44:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
6802,2020-05-23 21:44:20+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
6806,2020-05-23 21:44:25+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,245,Laptop,Actie_uitsturen
6809,2020-05-23 21:44:25+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,265,Laptop,Actie_uitsturen
6810,2020-05-23 21:44:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,312,Google_speaker,Actie_uitsturen
6817,2020-05-23 21:44:35+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,335,Laptop,Actie_uitsturen
6818,2020-05-23 21:44:35+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
6819,2020-05-23 21:44:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1918,Google_home,Actie_uitsturen
6823,2020-05-23 21:44:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2099,Google_speaker,Actie_uitsturen
6825,2020-05-23 21:44:35+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,315,Laptop,Actie_uitsturen
6833,2020-05-23 21:44:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
6839,2020-05-23 21:44:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,914,Google_home,Actie_uitsturen
6842,2020-05-23 21:44:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2239,Google_speaker,Actie_uitsturen
6858,2020-05-23 21:45:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
6880,2020-05-23 21:45:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
6888,2020-05-23 21:45:40+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
6902,2020-05-23 21:45:55+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
6903,2020-05-23 21:45:55+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
6904,2020-05-23 21:45:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
6907,2020-05-23 21:45:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
6914,2020-05-23 21:46:05+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,343,Laptop,Actie_uitsturen
6915,2020-05-23 21:46:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,323,Laptop,Actie_uitsturen
